date,open,high,low,close,volume
2018-05-04,776.92,803.99,758.1,782.47,30244.06114711
2018-05-05,782.09,830.0,778.03,815.45,16170.22388774
2018-05-06,815.45,832.37,749.0,787.42,30945.16955144
2018-05-07,787.42,791.0,691.99,751.18,53733.47077041
2018-05-08,751.85,775.11,716.0,747.92,37843.37938254
2018-05-09,746.86,759.9,710.01,749.58,35051.91917605
2018-05-10,749.77,766.99,720.0,723.6,29806.87639084
2018-05-11,723.25,735.68,662.57,677.26,50671.74810801
2018-05-12,677.38,692.7,638.15,683.99,31181.08053943
2018-05-13,684.68,741.61,668.78,730.06,31210.25843894
2018-05-14,730.36,743.0,686.63,727.62,43957.93350823
2018-05-15,727.0,739.37,695.74,707.38,30116.82621356
2018-05-16,704.76,712.0,674.57,706.88,24194.53618145
2018-05-17,706.56,718.9,660.65,669.04,35431.74057107
2018-05-18,668.7,694.96,656.36,692.54,23002.3304532
2018-05-19,693.99,716.93,683.0,695.88,12333.28966847
2018-05-20,694.99,723.16,687.89,716.0,10793.90692589
2018-05-21,716.0,720.0,687.8,696.43,13978.12151726
2018-05-22,698.09,699.57,637.93,640.86,30230.00404481
2018-05-23,640.56,649.89,564.94,576.84,67508.31101726
2018-05-24,578.4,609.0,549.28,601.76,42744.24963679
2018-05-25,601.92,616.18,569.19,584.99,22893.38948006
2018-05-26,584.99,607.7,578.84,585.65,9028.9019405
2018-05-27,585.52,592.88,556.92,571.39,11946.28932418
2018-05-28,569.69,576.45,506.3,512.23,22259.10939745
2018-05-29,512.23,573.34,510.05,566.99,35847.3648728
2018-05-30,566.78,585.32,541.3,556.82,34053.01983246
2018-05-31,556.44,586.0,553.2,576.85,32196.40203016
2018-06-01,576.48,589.0,563.38,578.96,22076.53757
2018-06-02,578.99,599.5,573.32,591.0,15555.64265658
2018-06-03,590.99,628.78,590.0,619.59,10974.64857845
2018-06-04,619.47,625.4,579.03,590.0,21461.18429267
2018-06-05,591.61,613.0,576.47,607.53,36158.03933596
2018-06-06,607.99,612.04,593.4,606.39,21138.64681214
2018-06-07,606.38,616.74,597.96,604.05,21291.02327314
2018-06-08,603.57,608.0,592.06,599.88,13892.6238019
2018-06-09,599.82,610.0,590.93,593.88,4135.68799328
2018-06-10,591.52,591.68,504.0,526.28,40970.53235021
2018-06-11,524.42,536.87,509.85,530.57,28129.92502889
2018-06-12,530.88,540.56,485.0,494.16,23604.47159981
2018-06-13,493.82,501.71,449.65,475.89,38425.714831
2018-06-14,475.89,527.97,460.25,520.57,48837.27146374
2018-06-15,520.57,522.31,483.73,488.27,21467.66075128
2018-06-16,487.78,502.82,483.16,497.84,7986.63911916
2018-06-17,497.62,510.0,493.3,497.26,11403.08998796
2018-06-18,497.49,524.54,487.3,517.04,12730.78284683
2018-06-19,517.46,547.82,514.62,538.11,16731.87840274
