date,open,high,low,close,volume
2017-08-17 00:00:00,4361.99,4385.0,4208.88,4279.35,1496.5808631
2017-08-17 04:00:00,4279.35,4348.18,4231.43,4348.11,914.88396555
2017-08-17 08:00:00,4348.4,4480.0,4332.2,4412.98,3133.68631222
2017-08-17 12:00:00,4405.0,4470.0,4300.58,4350.0,2286.1630047
2017-08-17 16:00:00,4349.99,4361.51,4167.21,4306.4,4834.13308757
2017-08-17 20:00:00,4306.4,4350.0,4239.97,4276.5,1907.73869595
2017-08-18 00:00:00,4260.47,4310.5,4179.0,4258.92,1943.54305144
2017-08-18 04:00:00,4263.11,4325.0,4225.02,4296.72,1237.06769247
2017-08-18 08:00:00,4296.72,4368.0,4241.0,4308.99,1639.23186361
2017-08-18 12:00:00,4308.99,4340.0,4208.88,4224.0,3364.84671015
2017-08-18 16:00:00,4224.0,4269.3,3990.32,4119.67,5932.68144277
2017-08-18 20:00:00,4115.92,4146.0,3964.96,4100.0,3399.62260032
2017-08-19 00:00:00,4100.0,4188.0,4085.1,4103.49,1514.40626444
2017-08-19 04:00:00,4103.48,4127.57,3925.7,4035.0,2640.19562642
2017-08-19 08:00:00,4046.3,4085.0,3924.64,3955.05,2270.54278636
2017-08-19 12:00:00,3955.05,4125.95,3900.0,3946.0,5082.86171828
2017-08-19 16:00:00,3948.0,4059.0,3925.7,4054.4,2198.1943572
2017-08-19 20:00:00,4053.57,4130.0,4020.14,4099.55,1329.98329843
2017-08-20 00:00:00,4091.99,4102.0,4000.0,4032.66,1426.69757851
2017-08-20 04:00:00,4032.63,4125.95,4030.47,4095.76,641.67290754
2017-08-20 08:00:00,4094.83,4124.99,4004.5,4044.6,862.42028843
2017-08-20 12:00:00,4044.6,4074.98,4000.0,4040.11,1104.01073953
2017-08-20 16:00:00,4040.11,4125.95,4025.0,4088.4,1274.86505047
2017-08-20 20:00:00,4090.94,4111.96,4026.0,4058.68,928.30633184
2017-08-21 00:00:00,4058.64,4078.71,4016.0,4039.12,366.92906012
2017-08-21 04:00:00,4031.66,4063.31,3949.78,4014.21,2039.99869681
2017-08-21 08:00:00,4001.05,4080.0,4001.05,4031.0,1036.58579591
2017-08-21 12:00:00,4043.64,4054.68,3969.16,4004.99,2822.77027103
2017-08-21 16:00:00,4004.99,4021.94,3962.21,4014.21,1554.82294026
2017-08-21 20:00:00,4003.0,4042.05,3962.21,3987.52,1960.94982988
2017-08-22 00:00:00,3987.51,3993.4,3810.25,3835.1,4062.67747428
2017-08-22 04:00:00,3840.07,3845.4,3600.0,3797.0,6948.45842784
2017-08-22 08:00:00,3794.55,3927.0,3753.58,3899.0,3223.8401802
2017-08-22 12:00:00,3896.18,3982.02,3868.05,3905.24,2349.36096437
2017-08-22 16:00:00,3905.02,4139.31,3905.0,4089.61,4956.66234025
2017-08-22 20:00:00,4089.61,4116.0,4011.09,4085.0,1981.75877942
2017-08-23 00:00:00,4078.0,4139.97,4051.94,4095.61,1221.25403423
2017-08-23 04:00:00,4078.99,4114.96,4055.0,4097.0,2018.33250731
2017-08-23 08:00:00,4097.0,4248.97,4080.78,4228.91,3244.56651485
2017-08-23 12:00:00,4228.91,4248.75,4165.0,4209.97,2043.87482065
2017-08-23 16:00:00,4209.95,4233.83,4100.0,4100.0,3604.63209549
2017-08-23 20:00:00,4100.0,4140.0,4062.26,4108.12,2846.74350894
2017-08-24 00:00:00,4121.78,4178.32,4082.57,4091.88,1740.04545012
2017-08-24 04:00:00,4099.94,4164.8,4082.59,4153.7,1193.3859195
2017-08-24 08:00:00,4153.69,4192.23,4146.07,4169.99,1147.60800351
2017-08-24 12:00:00,4169.99,4246.41,4125.2,4230.84,2458.74934807
2017-08-24 16:00:00,4220.25,4239.91,4185.67,4227.62,1582.79677783
2017-08-24 20:00:00,4225.0,4350.0,4199.53,4300.34,2660.10886835
2017-08-25 00:00:00,4308.8,4373.84,4300.01,4334.38,1116.33873215
2017-08-25 04:00:00,4334.38,4350.53,4291.36,4349.05,1222.31987564
2017-08-25 08:00:00,4348.81,4373.98,4320.01,4353.99,1085.71522475
2017-08-25 12:00:00,4353.98,4445.09,4329.0,4419.98,2127.75976659
2017-08-25 16:00:00,4421.95,4449.98,4270.01,4324.84,2504.20425536
2017-08-25 20:00:00,4320.03,4372.2,4270.0,4355.98,1643.27217925
2017-08-26 00:00:00,4348.17,4369.78,4252.77,4302.01,1172.27594953
2017-08-26 04:00:00,4312.63,4337.0,4270.01,4337.0,769.08223756
2017-08-26 08:00:00,4337.0,4343.11,4287.0,4297.57,1428.69478388
2017-08-26 12:00:00,4296.84,4307.4,4232.43,4299.96,1635.52619268
2017-08-26 16:00:00,4295.11,4349.99,4269.28,4323.69,692.64692203
2017-08-26 20:00:00,4324.0,4344.22,4301.04,4333.38,861.44251807
2017-08-27 00:00:00,4333.38,4393.3,4322.7,4338.38,726.42374986
2017-08-27 04:00:00,4338.46,4359.99,4301.94,4333.38,788.47509246
2017-08-27 08:00:00,4333.38,4348.75,4301.63,4342.76,828.93167983
2017-08-27 12:00:00,4333.7,4354.87,4290.32,4337.19,663.31719492
2017-08-27 16:00:00,4352.13,4358.81,4333.8,4354.9,469.4112781
2017-08-27 20:00:00,4355.06,4365.96,4322.72,4337.68,502.56545766
2017-08-28 00:00:00,4329.91,4344.22,4275.0,4280.01,1267.86283971
2017-08-28 04:00:00,4286.13,4286.13,4169.01,4279.99,2539.29359974
2017-08-28 08:00:00,4275.0,4326.0,4248.77,4318.8,1140.11085852
2017-08-28 12:00:00,4318.79,4324.99,4275.0,4293.33,790.9137347
2017-08-28 16:00:00,4293.33,4350.0,4287.28,4341.84,1510.12320021
2017-08-28 20:00:00,4342.53,4399.72,4328.66,4379.99,1392.69821302
2017-08-29 00:00:00,4385.0,4399.72,4356.05,4380.02,928.03301406
2017-08-29 04:00:00,4385.77,4394.35,4336.26,4348.76,1132.02219521
2017-08-29 08:00:00,4348.76,4403.93,4343.11,4378.0,1198.15722976
2017-08-29 12:00:00,4378.0,4649.78,4364.21,4576.26,5244.23369743
2017-08-29 16:00:00,4576.26,4593.0,4510.82,4584.86,1732.79855404
2017-08-29 20:00:00,4583.83,4638.25,4577.0,4578.82,1644.39814019
2017-08-30 00:00:00,4578.82,4630.0,4561.84,4596.75,726.30984909
2017-08-30 04:00:00,4597.91,4642.22,4556.04,4574.11,1635.1569873
2017-08-30 08:00:00,4574.0,4593.0,4479.0,4524.0,3024.22760286
2017-08-30 12:00:00,4529.11,4575.0,4516.48,4561.0,1468.52400516
2017-08-30 16:00:00,4567.21,4589.0,4550.0,4550.0,1009.46640071
2017-08-30 20:00:00,4549.99,4589.52,4532.58,4573.2,856.35019483
2017-08-31 00:00:00,4573.15,4624.03,4566.66,4615.19,548.76131518
2017-08-31 04:00:00,4615.1,4628.28,4589.53,4619.16,1191.74308517
2017-08-31 08:00:00,4612.73,4687.0,4594.06,4687.0,1665.11162938
2017-08-31 12:00:00,4687.0,4739.78,4671.1,4718.46,2463.42192173
2017-08-31 16:00:00,4719.0,4765.21,4700.0,4719.85,1910.12204599
2017-08-31 20:00:00,4724.3,4741.5,4716.63,4734.26,1132.25246194
2017-09-01 00:00:00,4734.26,4777.76,4725.05,4745.6,1186.59553509
2017-09-01 04:00:00,4745.97,4752.53,4671.09,4750.0,2645.77800513
2017-09-01 08:00:00,4750.0,4810.0,4740.01,4810.0,2204.33261763
2017-09-01 12:00:00,4810.0,4870.0,4778.12,4836.86,3762.32818588
2017-09-01 16:00:00,4836.85,4872.96,4812.53,4870.0,3215.80153033
2017-09-01 20:00:00,4870.0,4935.0,4848.69,4921.7,2352.6938233
2017-09-02 00:00:00,4921.71,4979.9,4824.53,4831.01,2924.27773678
2017-09-02 04:00:00,4836.54,4879.88,4590.0,4759.94,3900.2293012
2017-09-02 08:00:00,4759.96,4760.0,4600.0,4694.34,2128.03182952
2017-09-02 12:00:00,4700.15,4730.31,4488.5,4591.55,3694.9724072
2017-09-02 16:00:00,4591.55,4625.0,4551.64,4605.89,2362.00939544
2017-09-02 20:00:00,4606.0,4611.99,4491.02,4599.9,1968.27295212
2017-09-03 00:00:00,4599.9,4660.0,4595.45,4639.42,1434.80265056
2017-09-03 04:00:00,4623.62,4700.0,4608.9,4633.76,1483.27810825
2017-09-03 08:00:00,4639.0,4683.0,4539.52,4573.48,1466.23042578
2017-09-03 12:00:00,4573.37,4589.43,4385.0,4450.6,3187.85325171
2017-09-03 16:00:00,4463.2,4550.0,4449.0,4550.0,1879.41856636
2017-09-03 20:00:00,4550.0,4624.72,4500.0,4606.26,1773.33155364
2017-09-04 00:00:00,4603.68,4613.97,4510.82,4547.87,1210.97143114
2017-09-04 04:00:00,4542.52,4542.52,4361.28,4367.0,2467.7161662
2017-09-04 08:00:00,4379.96,4443.0,4230.0,4288.71,5979.50040659
2017-09-04 12:00:00,4288.67,4375.0,4200.0,4247.55,5782.87331075
2017-09-04 16:00:00,4247.54,4294.84,4058.5,4250.97,6421.64926707
2017-09-04 20:00:00,4260.49,4410.97,4185.67,4277.0,3206.4146483
2017-09-05 00:00:00,4282.53,4282.8,4001.93,4102.85,4876.92006743
2017-09-05 04:00:00,4109.96,4206.59,4001.93,4193.83,3321.94272409
2017-09-05 08:00:00,4193.83,4339.0,4144.12,4339.0,3050.31342271
2017-09-05 12:00:00,4339.0,4377.83,4227.74,4246.85,3962.81127925
2017-09-05 16:00:00,4258.97,4449.45,4215.12,4412.81,3116.20891248
